Company_Id,Title,viewCount,channelTitle,commentCount,likeCount,dislikeCount,tags,videoId,channelId,categoryId,publishedAt
C0000258,CCH Axcess™ Financial Prep,378,Wolters Kluwer Tax & Accounting US,[],1,0,"['Wolters Kluwer', 'Tax and Accounting', 'Audit', 'financial statements', 'business tax returns']",7iWfv2uryro,UCE60kNwW4romvsmlN284tzA,24,2018-12-07T18:40:37.000Z
C0000259,Golden Valley Bank - Connecting Our Community  #3,135,Blue Lab Media,0,0,0,"['golden valley bank', 'commercial', 'bank', 'sony fs7', 'chico ca', 'drone', 'chico heat']",AnX-uWi4MG8,UCMygr0IPbbTaGmyGJRaXMyQ,1,2017-08-15T00:12:28.000Z
C0000260,CentralValleyBank Bruce2014 15SD 072814,0,Shawnee Olson,0,0,0,,qKkTs0h5dUs,UCeSMMiZvduz3PWCD5lCbFgg,22,2016-06-07T18:47:23.000Z
C0000261,Answer Financial - Keeping the Cash from an Insurance Payout,2551,Answer Financial,2,11,1,"['Answer Financial', 'Insurance (Industry)', 'money', 'pocket the money', 'collect insurance', 'crash', 'car crash', 'auto', 'car', 'insurance', 'Accident', 'Cash (Quotation Subject)', 'Credit (Industry)', 'keeping the cash from an insurance payout', 'keep the cash', 'insurance payout', 'car insurance']",nV4CF5MnH_U,UCYrhedDvzLu9cFR13MTwYrA,2,2013-11-18T16:20:46.000Z
C0000262,Mulligan Funding - Who cares about your business?,129,Mulligan Funding LLC,[],0,0,"['Mulligan Funding', 'business funding', 'business loans', 'Small business loans', 'Business financing', 'Business line of credit']",ADwJxE_YaYs,UCbGBWwt5yGD2Pgb_m-gpMRg,27,2018-05-07T15:29:04.000Z
C0000264,Careers at Sunwest Bank,79,Sunwest Bank,[],0,0,"['employee', 'careers', 'Sunwest bank']",vHDbPtcsvYI,UC44lGiIjoQKEoU8rqHdKNig,22,2017-02-01T18:38:41.000Z
C0000267,harmon.ie Testimonial - Frank Rimerman &amp; Co.,832,TeamHarmonie,0,1,0,"['Frank Rimerman', 'Outlook Plugin', 'SharePoint Adoption', 'Enterprise Collaboration', 'Social Email', 'Enterprise 2.0', 'Social Business', 'Outlook Integration', 'SharePoint Integration']",Md7dK0c3O2A,UCvXilnbH-QPOdg3Rr0KyafA,28,2011-02-21T10:40:07.000Z
C0000268,Cedar Financial Harassing You?,208,Sergei Lemberg,0,0,6,"['Cedar Financial', 'Cedar Financial complaints', 'Cedar Financial harassment', 'Cedar Financial debt collection', 'Cedar Financial collection agency', 'Cedar Financial sue', 'Cedar Financial lawyer', 'What is Cedar Financial']",fee0oBU_Tto,UC4FoRhViVqJ0kFL2ob2eAaA,22,2018-08-29T12:33:25.000Z
C0000269,California Bank and Trust Online Banking Login | Sign-in,2284,BankLogin,0,3,0,,J3hn_lP8XrE,UCl2nDcjt97_P-DNakiGfMpw,22,2015-09-01T19:50:58.000Z
C0000271,Five Common Private Equity Fundraising Mistakes,284,Navatar Group,0,2,0,"['private equity fundraising', 'fundraising software', 'salesforce fundraising', 'fundraising crm', 'fundraising hedge fund']",i20QkGuhp6I,UCKTXaAgjP4eRCnWTgQkRXhA,28,2017-02-16T20:21:41.000Z
C0000272,NATIONS LENDING STORY,372,FoxEight Sales,0,1,0,,re5-dOJUrGE,UC9hQEFniTG0Y5wqyINNJ7HQ,1,2012-10-12T15:22:01.000Z
C0000273,Mission Federal Credit Union making waves on the SD real estate scene,6631,SmarterSanDiego,3,21,0,"['Mission Federal Credit Union', 'United States Of America (Country)', 'Real Estate', 'Credit (Industry)', 'san diego', 'segment']",yzClFpg0q74,UCLnlmc4jwZEOevsxbFjf7gA,26,2015-12-14T22:38:04.000Z
C0000274,First Financial Credit Union,245,FOX New Mexico,0,1,0,['none'],0qmylFuGsNM,UCjtW8NX3eNlp88_vpv9kngw,24,2011-03-17T17:12:24.000Z
C0000275,Foothill Credit Union: Who we are.,91,Foothill Credit Union,0,1,0,"['Foothill Credit Union', 'Credit Union', 'San Gabriel Valley', 'Bank (Industry)', 'Banking', 'Auto Loan', 'Mortgage', 'Free Checking', 'Checking', 'Low Fees', 'Mobile Banking', 'Home Banking', 'Money']",uXOysJNicpc,UCMnWMoZd1ouow-tTEzr2HqA,29,2015-06-06T17:08:58.000Z
C0000278,Welcome to loanDepot,9267,loanDepot,3,45,5,,OkDO7LLCvIQ,UCYzcEu_uaP1z8IWaVk8mSmw,22,2017-03-16T18:50:23.000Z
C0000279,Evergreen Home Loans™ - Our History,380,Evergreen Home Loans Home Office NMLS #3182,0,1,0,,U1P5unG042c,UC5YeNqtpbbm0wY-t_-633DQ,22,2017-04-27T18:33:36.000Z
C0000280,Building a Stage 1 Financial Model - Part 1: Finding documents,423,OpenOilTV,0,6,0,,BTQjtW5CIf0,UCnmfZf8y6Ka54DIp_vuV-Jw,27,2016-07-25T21:33:02.000Z
C0000281,"CBC Federal Credit Union - Easy, Right, Personal...",245411,CBC Federal Credit Union,0,1,0,"['cbc', 'credit union', 'credit union in ventura']",pzBnVzTSBx4,UCczJSXzIAdA19Rb7hyLkDPQ,22,2017-09-14T20:41:52.000Z
C0000282,Eagle Home Mortgage - Real Good Faith Estimate,606,Lance Mohr,0,20,0,"['eagle home mortgage', 'eagle home mortgage reviews', 'eagle home mortgage lenner', 'who is eagle home mortgage', 'eagle home mortgage company', 'eagle home mortgage lennar', 'tampa2enjoy']",nTB7-0wa_ZI,UCPSdEAGnO-yHFGbq9uZNDnw,27,2017-12-22T13:24:04.000Z
C0000283,eCapital Advisors - Introduction,309,eCapital Advisors,0,1,0,,YMLbF138zpY,UCPYXGR0B9L8JVDF9h6JpgKA,28,2016-09-23T15:05:21.000Z
C0000284,Citizens and Northern Bank: Retirement Options,165,Cn Bank,0,1,0,"['Retirement', 'Retire', 'Investment', 'Invest', 'Trust', 'Bank', 'IRA', 'Rollover', 'How', 'to', 'prepare', 'for']",6khiFYK_bhE,UCIoiCNYT7VEb7anQzMgBSoA,22,2014-10-22T11:10:13.000Z
C0000285,Centric Bank - Meeka Fine Jewelry Testimonial,146,CentricBank,0,0,0,"['Centric Bank', 'centric bank', 'Meeka Fine Jewelry', 'Meeka Jewelry', 'Harrisburg', 'Pennsylvania', 'local business banking', 'local business financing', 'small business banking', 'small business financing', 'business banking', 'camp hill', 'hummelstown', 'mechanicsburg']",wX8CM8dLyu8,UCNhKRUimTAsB851JUUDt8yg,25,2018-08-08T15:24:29.000Z
C0000286,"Case Study: Our Ongoing Transition to a Simplified, Data-Driven and Integrated Approach to Talent",1,Executive Platforms,0,0,0,,Tsf6R3l3S2k,UCURgAKPV1wrwOqvPmJPeZ-A,22,2019-03-12T20:34:11.000Z
C0000289,Santander Bank Piggy 2018,1839698,Scott Recchia,351,12219,606,,YmK3c72m5sA,UC9vyBMZ5M6mGtZ4hFCmXsLw,23,2018-03-04T00:19:02.000Z
C0000290,"Company Profile: Comerica, Inc. (NYSE CMA)",157,TradeTheTrend,0,9,0,['Comerica'],UMqLMiiuMkY,UCdMbo3RknL1cwOxnd_cdNUA,25,2010-04-12T20:32:01.000Z
C0000291,Company Profile: Huntington Bancshares (NASDAQ:HBAN),556,TradeTheTrend,0,11,0,"['Huntington', 'Bancshares', 'NASDAQ:HBAN', 'Stock', 'News', 'Trading']",UEJXdXl_hOs,UCdMbo3RknL1cwOxnd_cdNUA,25,2010-04-30T16:56:25.000Z
C0000292,First Horizon National Corp: Forecasting Interest Rates | Mad Money | CNBC,370,CNBC Television,0,0,0,"['CNBC', 'business news', 'finance stock', 'stock market', 'news channel', 'news station', 'breaking news', 'us news', 'world news', 'cable', 'cable news', 'finance news', 'money', 'money tips', 'finance', 'money tips mad money (tv program)', 'Jim Cramer', 'stock advice', 'Jim Cramer interview', 'CEO interview', 'interview', 'mad money interview', 'stock performance', 'market news', 'stock picks']",_Hc4i5XNeOw,UCrp_UI8XtuYfpiqluWLD7Lw,25,2019-04-18T15:52:00.000Z
C0000293,Dividend Experiment Stock of the Month: April --- PacWest Bancorp,141,The Dividend Experiment,15,17,0,"['Pacwest Bancorp stock', 'dividend experiment', 'dividend investing', 'dividend stocks', 'bank stocks', 'dividend paying stocks 2019', 'best dividend stocks 2019', 'uk dividend investing', 'dividend portfolio', 'dividends', 'monthly dividends', 'dividends 2019', 'dividend stocks to buy', 'dividend stocks 2019', 'highest paying dividend stocks', 'top dividend stocks', 'dividend growth stocks 2019', 'dividend stock investing', 'top dividend stocks 2019', 'passive income', 'retire early', 'dividend payments']",xcLvjPalLs4,UCOU3Ex1nCLe7u-wtgO0A5Pg,27,2019-04-21T10:00:06.000Z
C0000294,Cullen/Frost Bankers CEO: Guiding to Sustainability | Mad Money | CNBC,681,CNBC,0,4,0,"['CNBC', 'business news', 'finance', 'news channel', 'news station', 'breaking news', 'us news', 'world news', 'cable', 'cable news', 'finance news', 'money', 'money tips mad money (tv program)', 'Jim Cramer', 'stock advice', 'Jim Cramer interview', 'CEO interview', 'interview', 'mad money interview', 'stock market', 'stock performance', 'market news', 'stock picks', 'cullen frost bankers', 'cullen frost bankers ceo', 'cullen frost bankers mad money', 'banking industry', 'banking stocks', 'cullen frost bankers stocks']",ypnQQWHXgO0,UCvJJ_dzjViJCoLf5uKUTwoA,25,2018-05-02T15:46:30.000Z
C0000295,Ally Financial Ripped my dad off who Overpaid on his 2012 Chevy Impala,325,SherylAnnann Pughpugh,1,0,0,,UXueaqiZaPE,UCO7cMdg6HgFHYBAn72jhbWg,1,2016-09-05T23:02:33.000Z
